Country,Product,Flow,2021
People's Republic of China,Oil products,Total energy supply (PJ),-1913.865536
People's Republic of China,Oil products,"Electricity, CHP and heat plants (PJ)",-382.7424724
People's Republic of China,Oil products,"Oil refineries, transformation (PJ)",30112.28947
People's Republic of China,Oil products,Total final consumption (PJ),25824.95629
People's Republic of China,Oil products,Industry (PJ),3609.475076
People's Republic of China,Oil products,Transport (PJ),12660.1178
People's Republic of China,Oil products,Residential (PJ),1501.614564
People's Republic of China,Oil products,Commercial and public services (PJ),694.6502424
People's Republic of China,Oil products,Other final consumption (PJ),7359.098602
People's Republic of China,Natural gas,Production (PJ),7273.307432
People's Republic of China,Natural gas,Imports (PJ),5441.496724
People's Republic of China,Natural gas,Exports (PJ),-193.375112
People's Republic of China,Natural gas,Total energy supply (PJ),12521.42904
People's Republic of China,Natural gas,"Electricity, CHP and heat plants (PJ)",-2444.021184
People's Republic of China,Natural gas,"Oil refineries, transformation (PJ)",0
People's Republic of China,Natural gas,Total final consumption (PJ),9337.018921
People's Republic of China,Natural gas,Industry (PJ),5184.150389
People's Republic of China,Natural gas,Transport (PJ),1135.412937
People's Republic of China,Natural gas,Residential (PJ),2075.154667
People's Republic of China,Natural gas,Commercial and public services (PJ),557.8615328
People's Republic of China,Natural gas,Other final consumption (PJ),384.439395
People's Republic of China,Nuclear,Production (PJ),4445.705453
People's Republic of China,Nuclear,Imports (PJ),0
People's Republic of China,Nuclear,Exports (PJ),0
People's Republic of China,Nuclear,Total energy supply (PJ),4445.705453
People's Republic of China,Nuclear,"Electricity, CHP and heat plants (PJ)",-4445.705453
People's Republic of China,Nuclear,"Oil refineries, transformation (PJ)",0
People's Republic of China,Nuclear,Total final consumption (PJ),0
People's Republic of China,Nuclear,Industry (PJ),0
People's Republic of China,Nuclear,Transport (PJ),0
People's Republic of China,Nuclear,Residential (PJ),0
People's Republic of China,Nuclear,Commercial and public services (PJ),0
People's Republic of China,Nuclear,Other final consumption (PJ),0
People's Republic of China,Renewables and waste,Production (PJ),16341.79955
People's Republic of China,Renewables and waste,Imports (PJ),0
People's Republic of China,Renewables and waste,Exports (PJ),0
People's Republic of China,Renewables and waste,Total energy supply (PJ),16341.79955
People's Republic of China,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-10764.0174
People's Republic of China,Renewables and waste,"Oil refineries, transformation (PJ)",0
People's Republic of China,Renewables and waste,Total final consumption (PJ),5580.39659
People's Republic of China,Renewables and waste,Industry (PJ),16.54769061
People's Republic of China,Renewables and waste,Transport (PJ),138.4214695
People's Republic of China,Renewables and waste,Residential (PJ),5066.679835
People's Republic of China,Renewables and waste,Commercial and public services (PJ),297.5111652
People's Republic of China,Renewables and waste,Other final consumption (PJ),61.23643825
People's Republic of China,Electricity,Production (PJ),0
People's Republic of China,Electricity,Imports (PJ),21.37680015
People's Republic of China,Electricity,Exports (PJ),-72.63359867
People's Republic of China,Electricity,Total energy supply (PJ),-51.25679852
People's Republic of China,Electricity,"Electricity, CHP and heat plants (PJ)",30815.92063
People's Republic of China,Electricity,"Oil refineries, transformation (PJ)",0
People's Republic of China,Electricity,Total final consumption (PJ),27291.64761
People's Republic of China,Electricity,Industry (PJ),15964.8156
People's Republic of China,Electricity,Transport (PJ),566.4079639
People's Republic of China,Electricity,Residential (PJ),4420.404001
People's Republic of China,Electricity,Commercial and public services (PJ),1980.246325
People's Republic of China,Electricity,Other final consumption (PJ),4359.773723
People's Republic of China,Heat,Production (PJ),0
People's Republic of China,Heat,Imports (PJ),0
People's Republic of China,Heat,Exports (PJ),0
People's Republic of China,Heat,Total energy supply (PJ),0
People's Republic of China,Heat,"Electricity, CHP and heat plants (PJ)",6980.654261
People's Republic of China,Heat,"Oil refineries, transformation (PJ)",0
People's Republic of China,Heat,Total final consumption (PJ),6169.857799
People's Republic of China,Heat,Industry (PJ),4204.049499
People's Republic of China,Heat,Transport (PJ),0
People's Republic of China,Heat,Residential (PJ),1580.182399
People's Republic of China,Heat,Commercial and public services (PJ),163.0826007
People's Republic of China,Heat,Other final consumption (PJ),222.5432999
Egypt,"Coal, peat and oil shale",Production (PJ),0
Egypt,"Coal, peat and oil shale",Imports (PJ),96.13556826
Egypt,"Coal, peat and oil shale",Exports (PJ),0
Egypt,"Coal, peat and oil shale",Total energy supply (PJ),96.13556826
Egypt,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",0
Egypt,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Egypt,"Coal, peat and oil shale",Total final consumption (PJ),89.93077672
Egypt,"Coal, peat and oil shale",Industry (PJ),89.93077672
Egypt,"Coal, peat and oil shale",Transport (PJ),0
Egypt,"Coal, peat and oil shale",Residential (PJ),0
Egypt,"Coal, peat and oil shale",Commercial and public services (PJ),0
Egypt,"Coal, peat and oil shale",Other final consumption (PJ),0
Egypt,"Crude, NGL and feedstocks",Production (PJ),1250.515065
Egypt,"Crude, NGL and feedstocks",Imports (PJ),64.12088805
Egypt,"Crude, NGL and feedstocks",Exports (PJ),0
Egypt,"Crude, NGL and feedstocks",Total energy supply (PJ),1314.635953
Egypt,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Egypt,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-1349.683355
Egypt,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Egypt,"Crude, NGL and feedstocks",Industry (PJ),0
Egypt,"Crude, NGL and feedstocks",Transport (PJ),0
Egypt,"Crude, NGL and feedstocks",Residential (PJ),0
Egypt,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Egypt,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Egypt,Oil products,Production (PJ),0
Egypt,Oil products,Imports (PJ),435.2739171
Egypt,Oil products,Exports (PJ),-209.2682592
Egypt,Oil products,Total energy supply (PJ),190.0724259
Egypt,Oil products,"Electricity, CHP and heat plants (PJ)",-170.7022209
Egypt,Oil products,"Oil refineries, transformation (PJ)",1182.013101
Egypt,Oil products,Total final consumption (PJ),1176.285542
Egypt,Oil products,Industry (PJ),121.1210969
Egypt,Oil products,Transport (PJ),747.1510858
Egypt,Oil products,Residential (PJ),174.1312645
Egypt,Oil products,Commercial and public services (PJ),0
Egypt,Oil products,Other final consumption (PJ),133.8820991
Egypt,Natural gas,Production (PJ),2431.548598
Egypt,Natural gas,Imports (PJ),140.5620003
Egypt,Natural gas,Exports (PJ),-322.9400467
Egypt,Natural gas,Total energy supply (PJ),2249.170551
Egypt,Natural gas,"Electricity, CHP and heat plants (PJ)",-1266.475637
Egypt,Natural gas,"Oil refineries, transformation (PJ)",0
Egypt,Natural gas,Total final consumption (PJ),597.3077705
Egypt,Natural gas,Industry (PJ),243.4244625
Egypt,Natural gas,Transport (PJ),20.75592702
Egypt,Natural gas,Residential (PJ),98.68168695
Egypt,Natural gas,Commercial and public services (PJ),0
Egypt,Natural gas,Other final consumption (PJ),234.445694
Egypt,Nuclear,Production (PJ),0
Egypt,Nuclear,Imports (PJ),0
Egypt,Nuclear,Exports (PJ),0
Egypt,Nuclear,Total energy supply (PJ),0
Egypt,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Egypt,Nuclear,"Oil refineries, transformation (PJ)",0
Egypt,Nuclear,Total final consumption (PJ),0
Egypt,Nuclear,Industry (PJ),0
Egypt,Nuclear,Transport (PJ),0
Egypt,Nuclear,Residential (PJ),0
Egypt,Nuclear,Commercial and public services (PJ),0
Egypt,Nuclear,Other final consumption (PJ),0
Egypt,Renewables and waste,Production (PJ),231.6982279
Egypt,Renewables and waste,Imports (PJ),0.060649985
Egypt,Renewables and waste,Exports (PJ),-1.37650261
Egypt,Renewables and waste,Total energy supply (PJ),230.3823753
Egypt,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-87.1816736
Egypt,Renewables and waste,"Oil refineries, transformation (PJ)",0
Egypt,Renewables and waste,Total final consumption (PJ),66.76275467
Egypt,Renewables and waste,Industry (PJ),0
Egypt,Renewables and waste,Transport (PJ),0
Egypt,Renewables and waste,Residential (PJ),66.76275467
Egypt,Renewables and waste,Commercial and public services (PJ),0
Egypt,Renewables and waste,Other final consumption (PJ),0
Egypt,Electricity,Production (PJ),0
Egypt,Electricity,Imports (PJ),0.632081196
Egypt,Electricity,Exports (PJ),-5.915533907
Egypt,Electricity,Total energy supply (PJ),-5.283452711
Egypt,Electricity,"Electricity, CHP and heat plants (PJ)",754.8398007
Egypt,Electricity,"Oil refineries, transformation (PJ)",0
Egypt,Electricity,Total final consumption (PJ),568.9663876
Egypt,Electricity,Industry (PJ),156.6185207
Egypt,Electricity,Transport (PJ),2.837452975
Egypt,Electricity,Residential (PJ),231.9848856
Egypt,Electricity,Commercial and public services (PJ),148.0668351
Egypt,Electricity,Other final consumption (PJ),29.45869324
Egypt,Heat,Production (PJ),0
Egypt,Heat,Imports (PJ),0
Egypt,Heat,Exports (PJ),0
Egypt,Heat,Total energy supply (PJ),0
Egypt,Heat,"Electricity, CHP and heat plants (PJ)",0
Egypt,Heat,"Oil refineries, transformation (PJ)",0
Egypt,Heat,Total final consumption (PJ),0
Egypt,Heat,Industry (PJ),0
Egypt,Heat,Transport (PJ),0
Egypt,Heat,Residential (PJ),0
Egypt,Heat,Commercial and public services (PJ),0
Egypt,Heat,Other final consumption (PJ),0
India,"Coal, peat and oil shale",Production (PJ),12675.49569
India,"Coal, peat and oil shale",Imports (PJ),4318.429094
India,"Coal, peat and oil shale",Exports (PJ),-32.09329575
India,"Coal, peat and oil shale",Total energy supply (PJ),17638.59126
India,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-11888.29738
India,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
India,"Coal, peat and oil shale",Total final consumption (PJ),4472.182454
India,"Coal, peat and oil shale",Industry (PJ),3905.244625
India,"Coal, peat and oil shale",Transport (PJ),0
India,"Coal, peat and oil shale",Residential (PJ),123.0217576
India,"Coal, peat and oil shale",Commercial and public services (PJ),218.4729767
India,"Coal, peat and oil shale",Other final consumption (PJ),225.4430943
India,"Crude, NGL and feedstocks",Production (PJ),1444.633096
India,"Crude, NGL and feedstocks",Imports (PJ),9070.412218
India,"Crude, NGL and feedstocks",Exports (PJ),0
India,"Crude, NGL and feedstocks",Total energy supply (PJ),10544.61252
India,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
India,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-10643.34967
India,"Crude, NGL and feedstocks",Total final consumption (PJ),0
India,"Crude, NGL and feedstocks",Industry (PJ),0
India,"Crude, NGL and feedstocks",Transport (PJ),0
India,"Crude, NGL and feedstocks",Residential (PJ),0
India,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
India,"Crude, NGL and feedstocks",Other final consumption (PJ),0
India,Oil products,Production (PJ),0
India,Oil products,Imports (PJ),1776.731101
India,Oil products,Exports (PJ),-2851.676598
India,Oil products,Total energy supply (PJ),-1191.347991
India,Oil products,"Electricity, CHP and heat plants (PJ)",-73.50101152
India,Oil products,"Oil refineries, transformation (PJ)",10887.78027
India,Oil products,Total final consumption (PJ),8580.818197
India,Oil products,Industry (PJ),1156.617011
India,Oil products,Transport (PJ),3948.595564
India,Oil products,Residential (PJ),1262.825442
India,Oil products,Commercial and public services (PJ),108.6991419
India,Oil products,Other final consumption (PJ),2104.081046
India,Natural gas,Production (PJ),1162.909683
India,Natural gas,Imports (PJ),1142.962349
India,Natural gas,Exports (PJ),0
India,Natural gas,Total energy supply (PJ),2305.872032
India,Natural gas,"Electricity, CHP and heat plants (PJ)",-547.0344136
India,Natural gas,"Oil refineries, transformation (PJ)",0
India,Natural gas,Total final consumption (PJ),1579.101468
India,Natural gas,Industry (PJ),334.4988008
India,Natural gas,Transport (PJ),168.3037957
India,Natural gas,Residential (PJ),65.48695297
India,Natural gas,Commercial and public services (PJ),109.1449188
India,Natural gas,Other final consumption (PJ),901.6670039
India,Nuclear,Production (PJ),513.9490891
India,Nuclear,Imports (PJ),0
India,Nuclear,Exports (PJ),0
India,Nuclear,Total energy supply (PJ),513.9490891
India,Nuclear,"Electricity, CHP and heat plants (PJ)",-513.9490891
India,Nuclear,"Oil refineries, transformation (PJ)",0
India,Nuclear,Total final consumption (PJ),0
India,Nuclear,Industry (PJ),0
India,Nuclear,Transport (PJ),0
India,Nuclear,Residential (PJ),0
India,Nuclear,Commercial and public services (PJ),0
India,Nuclear,Other final consumption (PJ),0
India,Renewables and waste,Production (PJ),9697.665849
India,Renewables and waste,Imports (PJ),13.54791121
India,Renewables and waste,Exports (PJ),-0.9658822
India,Renewables and waste,Total energy supply (PJ),9717.417229
India,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-1950.480542
India,Renewables and waste,"Oil refineries, transformation (PJ)",0
India,Renewables and waste,Total final consumption (PJ),7504.942808
India,Renewables and waste,Industry (PJ),3041.115159
India,Renewables and waste,Transport (PJ),87.87551847
India,Renewables and waste,Residential (PJ),4251.257272
India,Renewables and waste,Commercial and public services (PJ),121.7509843
India,Renewables and waste,Other final consumption (PJ),2.943881431
India,Electricity,Production (PJ),0
India,Electricity,Imports (PJ),34.37279901
India,Electricity,Exports (PJ),-34.46639911
India,Electricity,Total energy supply (PJ),-0.093600101
India,Electricity,"Electricity, CHP and heat plants (PJ)",5886.595758
India,Electricity,"Oil refineries, transformation (PJ)",0
India,Electricity,Total final consumption (PJ),4343.834157
India,Electricity,Industry (PJ),1904.8468
India,Electricity,Transport (PJ),71.28000204
India,Electricity,Residential (PJ),1100.035788
India,Electricity,Commercial and public services (PJ),284.6357838
India,Electricity,Other final consumption (PJ),983.035783
India,Heat,Production (PJ),0
India,Heat,Imports (PJ),0
India,Heat,Exports (PJ),0
India,Heat,Total energy supply (PJ),0
India,Heat,"Electricity, CHP and heat plants (PJ)",0
India,Heat,"Oil refineries, transformation (PJ)",0
India,Heat,Total final consumption (PJ),0
India,Heat,Industry (PJ),0
India,Heat,Transport (PJ),0
India,Heat,Residential (PJ),0
India,Heat,Commercial and public services (PJ),0
India,Heat,Other final consumption (PJ),0
Indonesia,"Coal, peat and oil shale",Production (PJ),12517.8132
Indonesia,"Coal, peat and oil shale",Imports (PJ),408.0261682
Indonesia,"Coal, peat and oil shale",Exports (PJ),-9939.452796
Indonesia,"Coal, peat and oil shale",Total energy supply (PJ),2986.38657
Indonesia,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-2105.873009
Indonesia,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Indonesia,"Coal, peat and oil shale",Total final consumption (PJ),880.6932586
Indonesia,"Coal, peat and oil shale",Industry (PJ),880.6932586
Indonesia,"Coal, peat and oil shale",Transport (PJ),0
Indonesia,"Coal, peat and oil shale",Residential (PJ),0
Indonesia,"Coal, peat and oil shale",Commercial and public services (PJ),0
Indonesia,"Coal, peat and oil shale",Other final consumption (PJ),0
Indonesia,"Crude, NGL and feedstocks",Production (PJ),1407.628717
Indonesia,"Crude, NGL and feedstocks",Imports (PJ),683.0293143
Indonesia,"Crude, NGL and feedstocks",Exports (PJ),-253.7115264
Indonesia,"Crude, NGL and feedstocks",Total energy supply (PJ),1868.12066
Indonesia,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Indonesia,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-1787.382421
Indonesia,"Crude, NGL and feedstocks",Total final consumption (PJ),101.2873796
Indonesia,"Crude, NGL and feedstocks",Industry (PJ),0
Indonesia,"Crude, NGL and feedstocks",Transport (PJ),0
Indonesia,"Crude, NGL and feedstocks",Residential (PJ),0
Indonesia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Indonesia,"Crude, NGL and feedstocks",Other final consumption (PJ),101.2873796
Indonesia,Oil products,Production (PJ),0
Indonesia,Oil products,Imports (PJ),1022.424934
Indonesia,Oil products,Exports (PJ),-35.52341958
Indonesia,Oil products,Total energy supply (PJ),981.5002238
Indonesia,Oil products,"Electricity, CHP and heat plants (PJ)",-144.9052694
Indonesia,Oil products,"Oil refineries, transformation (PJ)",1741.596648
Indonesia,Oil products,Total final consumption (PJ),2646.716921
Indonesia,Oil products,Industry (PJ),251.1925842
Indonesia,Oil products,Transport (PJ),1903.294955
Indonesia,Oil products,Residential (PJ),403.9542122
Indonesia,Oil products,Commercial and public services (PJ),22.42525024
Indonesia,Oil products,Other final consumption (PJ),65.84992341
Indonesia,Natural gas,Production (PJ),2134.509704
Indonesia,Natural gas,Imports (PJ),0
Indonesia,Natural gas,Exports (PJ),-715.4195463
Indonesia,Natural gas,Total energy supply (PJ),1419.090153
Indonesia,Natural gas,"Electricity, CHP and heat plants (PJ)",-482.8025963
Indonesia,Natural gas,"Oil refineries, transformation (PJ)",0
Indonesia,Natural gas,Total final consumption (PJ),689.0648
Indonesia,Natural gas,Industry (PJ),509.5194212
Indonesia,Natural gas,Transport (PJ),0.380232616
Indonesia,Natural gas,Residential (PJ),1.774424455
Indonesia,Natural gas,Commercial and public services (PJ),4.038545412
Indonesia,Natural gas,Other final consumption (PJ),173.3521722
Indonesia,Nuclear,Production (PJ),0
Indonesia,Nuclear,Imports (PJ),0
Indonesia,Nuclear,Exports (PJ),0
Indonesia,Nuclear,Total energy supply (PJ),0
Indonesia,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Indonesia,Nuclear,"Oil refineries, transformation (PJ)",0
Indonesia,Nuclear,Total final consumption (PJ),0
Indonesia,Nuclear,Industry (PJ),0
Indonesia,Nuclear,Transport (PJ),0
Indonesia,Nuclear,Residential (PJ),0
Indonesia,Nuclear,Commercial and public services (PJ),0
Indonesia,Nuclear,Other final consumption (PJ),0
Indonesia,Renewables and waste,Production (PJ),2621.869724
Indonesia,Renewables and waste,Imports (PJ),0
Indonesia,Renewables and waste,Exports (PJ),-20.7022355
Indonesia,Renewables and waste,Total energy supply (PJ),2599.170393
Indonesia,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-1527.01964
Indonesia,Renewables and waste,"Oil refineries, transformation (PJ)",0
Indonesia,Renewables and waste,Total final consumption (PJ),1033.321851
Indonesia,Renewables and waste,Industry (PJ),346.514339
Indonesia,Renewables and waste,Transport (PJ),247.9872162
Indonesia,Renewables and waste,Residential (PJ),418.157906
Indonesia,Renewables and waste,Commercial and public services (PJ),10.79630438
Indonesia,Renewables and waste,Other final consumption (PJ),9.866081156
Indonesia,Electricity,Production (PJ),0
Indonesia,Electricity,Imports (PJ),3.50182696
Indonesia,Electricity,Exports (PJ),0
Indonesia,Electricity,Total energy supply (PJ),3.50182696
Indonesia,Electricity,"Electricity, CHP and heat plants (PJ)",1111.180744
Indonesia,Electricity,"Oil refineries, transformation (PJ)",0
Indonesia,Electricity,Total final consumption (PJ),1030.089101
Indonesia,Electricity,Industry (PJ),373.0244742
Indonesia,Electricity,Transport (PJ),1.18686569
Indonesia,Electricity,Residential (PJ),421.8878047
Indonesia,Electricity,Commercial and public services (PJ),225.8592748
Indonesia,Electricity,Other final consumption (PJ),8.130681864
Indonesia,Heat,Production (PJ),0
Indonesia,Heat,Imports (PJ),0
Indonesia,Heat,Exports (PJ),0
Indonesia,Heat,Total energy supply (PJ),0
Indonesia,Heat,"Electricity, CHP and heat plants (PJ)",0
Indonesia,Heat,"Oil refineries, transformation (PJ)",0
Indonesia,Heat,Total final consumption (PJ),0
Indonesia,Heat,Industry (PJ),0
Indonesia,Heat,Transport (PJ),0
Indonesia,Heat,Residential (PJ),0
Indonesia,Heat,Commercial and public services (PJ),0
Indonesia,Heat,Other final consumption (PJ),0
Kenya,"Coal, peat and oil shale",Production (PJ),0
Kenya,"Coal, peat and oil shale",Imports (PJ),24.61711959
Kenya,"Coal, peat and oil shale",Exports (PJ),0
Kenya,"Coal, peat and oil shale",Total energy supply (PJ),24.61711959
Kenya,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",0
Kenya,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Kenya,"Coal, peat and oil shale",Total final consumption (PJ),24.61711959
Kenya,"Coal, peat and oil shale",Industry (PJ),24.61711959
Kenya,"Coal, peat and oil shale",Transport (PJ),0
Kenya,"Coal, peat and oil shale",Residential (PJ),0
Kenya,"Coal, peat and oil shale",Commercial and public services (PJ),0
Kenya,"Coal, peat and oil shale",Other final consumption (PJ),0
Kenya,"Crude, NGL and feedstocks",Production (PJ),0
Kenya,"Crude, NGL and feedstocks",Imports (PJ),0
Kenya,"Crude, NGL and feedstocks",Exports (PJ),0
Kenya,"Crude, NGL and feedstocks",Total energy supply (PJ),0
Kenya,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Kenya,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",0
Kenya,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Kenya,"Crude, NGL and feedstocks",Industry (PJ),0
Kenya,"Crude, NGL and feedstocks",Transport (PJ),0
Kenya,"Crude, NGL and feedstocks",Residential (PJ),0
Kenya,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Kenya,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Kenya,Oil products,Production (PJ),0
Kenya,Oil products,Imports (PJ),245.0269351
Kenya,Oil products,Exports (PJ),0
Kenya,Oil products,Total energy supply (PJ),221.5270295
Kenya,Oil products,"Electricity, CHP and heat plants (PJ)",-15.58522902
Kenya,Oil products,"Oil refineries, transformation (PJ)",0
Kenya,Oil products,Total final consumption (PJ),198.9417263
Kenya,Oil products,Industry (PJ),11.97449502
Kenya,Oil products,Transport (PJ),150.5013044
Kenya,Oil products,Residential (PJ),16.863099
Kenya,Oil products,Commercial and public services (PJ),11.69653756
Kenya,Oil products,Other final consumption (PJ),7.906294505
Kenya,Natural gas,Production (PJ),0
Kenya,Natural gas,Imports (PJ),0
Kenya,Natural gas,Exports (PJ),0
Kenya,Natural gas,Total energy supply (PJ),0
Kenya,Natural gas,"Electricity, CHP and heat plants (PJ)",0
Kenya,Natural gas,"Oil refineries, transformation (PJ)",0
Kenya,Natural gas,Total final consumption (PJ),0
Kenya,Natural gas,Industry (PJ),0
Kenya,Natural gas,Transport (PJ),0
Kenya,Natural gas,Residential (PJ),0
Kenya,Natural gas,Commercial and public services (PJ),0
Kenya,Natural gas,Other final consumption (PJ),0
Kenya,Nuclear,Production (PJ),0
Kenya,Nuclear,Imports (PJ),0
Kenya,Nuclear,Exports (PJ),0
Kenya,Nuclear,Total energy supply (PJ),0
Kenya,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Kenya,Nuclear,"Oil refineries, transformation (PJ)",0
Kenya,Nuclear,Total final consumption (PJ),0
Kenya,Nuclear,Industry (PJ),0
Kenya,Nuclear,Transport (PJ),0
Kenya,Nuclear,Residential (PJ),0
Kenya,Nuclear,Commercial and public services (PJ),0
Kenya,Nuclear,Other final consumption (PJ),0
Kenya,Renewables and waste,Production (PJ),949.3355641
Kenya,Renewables and waste,Imports (PJ),0
Kenya,Renewables and waste,Exports (PJ),0
Kenya,Renewables and waste,Total energy supply (PJ),949.3355641
Kenya,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-205.3145383
Kenya,Renewables and waste,"Oil refineries, transformation (PJ)",0
Kenya,Renewables and waste,Total final consumption (PJ),434.9021209
Kenya,Renewables and waste,Industry (PJ),9.464516795
Kenya,Renewables and waste,Transport (PJ),0
Kenya,Renewables and waste,Residential (PJ),425.4376041
Kenya,Renewables and waste,Commercial and public services (PJ),0
Kenya,Renewables and waste,Other final consumption (PJ),0
Kenya,Electricity,Production (PJ),0
Kenya,Electricity,Imports (PJ),1.036798218
Kenya,Electricity,Exports (PJ),-0.065590409
Kenya,Electricity,Total energy supply (PJ),0.971207809
Kenya,Electricity,"Electricity, CHP and heat plants (PJ)",44.55570789
Kenya,Electricity,"Oil refineries, transformation (PJ)",0
Kenya,Electricity,Total final consumption (PJ),35.04306801
Kenya,Electricity,Industry (PJ),17.62986955
Kenya,Electricity,Transport (PJ),0
Kenya,Electricity,Residential (PJ),12.61248798
Kenya,Electricity,Commercial and public services (PJ),4.800710484
Kenya,Electricity,Other final consumption (PJ),0
Kenya,Heat,Production (PJ),0
Kenya,Heat,Imports (PJ),0
Kenya,Heat,Exports (PJ),0
Kenya,Heat,Total energy supply (PJ),0
Kenya,Heat,"Electricity, CHP and heat plants (PJ)",0
Kenya,Heat,"Oil refineries, transformation (PJ)",0
Kenya,Heat,Total final consumption (PJ),0
Kenya,Heat,Industry (PJ),0
Kenya,Heat,Transport (PJ),0
Kenya,Heat,Residential (PJ),0
Kenya,Heat,Commercial and public services (PJ),0
Kenya,Heat,Other final consumption (PJ),0
Morocco,"Coal, peat and oil shale",Production (PJ),0
Morocco,"Coal, peat and oil shale",Imports (PJ),302.3272077
Morocco,"Coal, peat and oil shale",Exports (PJ),0
Morocco,"Coal, peat and oil shale",Total energy supply (PJ),293.7483247
Morocco,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-292.9978869
Morocco,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Morocco,"Coal, peat and oil shale",Total final consumption (PJ),0.718622352
Morocco,"Coal, peat and oil shale",Industry (PJ),0.718622352
Morocco,"Coal, peat and oil shale",Transport (PJ),0
Morocco,"Coal, peat and oil shale",Residential (PJ),0
Morocco,"Coal, peat and oil shale",Commercial and public services (PJ),0
Morocco,"Coal, peat and oil shale",Other final consumption (PJ),0
Morocco,"Crude, NGL and feedstocks",Production (PJ),0.126391118
Morocco,"Crude, NGL and feedstocks",Imports (PJ),0
Morocco,"Crude, NGL and feedstocks",Exports (PJ),0
Morocco,"Crude, NGL and feedstocks",Total energy supply (PJ),0.126391118
Morocco,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Morocco,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",0
Morocco,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Morocco,"Crude, NGL and feedstocks",Industry (PJ),0
Morocco,"Crude, NGL and feedstocks",Transport (PJ),0
Morocco,"Crude, NGL and feedstocks",Residential (PJ),0
Morocco,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Morocco,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Morocco,Oil products,Production (PJ),0
Morocco,Oil products,Imports (PJ),544.0555891
Morocco,Oil products,Exports (PJ),0
Morocco,Oil products,Total energy supply (PJ),538.4287309
Morocco,Oil products,"Electricity, CHP and heat plants (PJ)",-14.5942972
Morocco,Oil products,"Oil refineries, transformation (PJ)",0
Morocco,Oil products,Total final consumption (PJ),524.5787588
Morocco,Oil products,Industry (PJ),81.47294249
Morocco,Oil products,Transport (PJ),253.7456069
Morocco,Oil products,Residential (PJ),119.0721189
Morocco,Oil products,Commercial and public services (PJ),7.139025724
Morocco,Oil products,Other final consumption (PJ),63.1490606
Morocco,Natural gas,Production (PJ),3.497372204
Morocco,Natural gas,Imports (PJ),24.97028035
Morocco,Natural gas,Exports (PJ),0
Morocco,Natural gas,Total energy supply (PJ),28.46765256
Morocco,Natural gas,"Electricity, CHP and heat plants (PJ)",-24.93908869
Morocco,Natural gas,"Oil refineries, transformation (PJ)",0
Morocco,Natural gas,Total final consumption (PJ),3.45034188
Morocco,Natural gas,Industry (PJ),3.45034188
Morocco,Natural gas,Transport (PJ),0
Morocco,Natural gas,Residential (PJ),0
Morocco,Natural gas,Commercial and public services (PJ),0
Morocco,Natural gas,Other final consumption (PJ),0
Morocco,Nuclear,Production (PJ),0
Morocco,Nuclear,Imports (PJ),0
Morocco,Nuclear,Exports (PJ),0
Morocco,Nuclear,Total energy supply (PJ),0
Morocco,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Morocco,Nuclear,"Oil refineries, transformation (PJ)",0
Morocco,Nuclear,Total final consumption (PJ),0
Morocco,Nuclear,Industry (PJ),0
